objectid,title,creator,author,date,display_date,description,subject,location,latitude,longitude,source,object_location,type,youtubeid,format,filename,
hipertexto_24,Hipertexto 24 - Muestra Fotográfica Filminuto. Emociones A Través De Los Gestos Por Karol Español,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,rGO8ZbEw4HU,MovingImage,video/mp4,hipertexto_24.mp4
hipertexto_25,Hipertexto 25 - Muestra Fotográfica Filminuto. Representación Del Alma,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,0ftTPHjYxp4,MovingImage,video/mp4,hipertexto_25.mp4
hipertexto_26,Hipertexto 26 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,fQguoGEkuqg,MovingImage,video/mp4,hipertexto_26.mp4
hipertexto_27,Hipertexto 27 - Muestra Fotográfica Filminuto. Tolueno. Escencia Hip Hop Por Nazly Julieth Ipuz Garzón,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,HdWbIdsCGRU,MovingImage,video/mp4,hipertexto_27.mp4
hipertexto_28,Hipertexto 28 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,m-pVytrsIPc,MovingImage,video/mp4,hipertexto_28.mp4
hipertexto_29,Hipertexto 29 - Muestra Fotográfica Filminuto. Construcción De Un Color Inventado,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,IAHXglEMnBc,MovingImage,video/mp4,hipertexto_29.mp4
hipertexto_30,Hipertexto 30 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,8jzPVZVT_-k,MovingImage,video/mp4,hipertexto_30.mp4
hipertexto_31,Hipertexto 31 - Muestra Fotográfica Filminuto. ¿Indiferencia? ¡Jamás!,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,Moj9-Bnks8g,MovingImage,video/mp4,hipertexto_31.mp4
hipertexto_32,Hipertexto 32 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,MHQEzY4VnxQ,MovingImage,video/mp4,hipertexto_32.mp4
hipertexto_33,Hipertexto 33 - Muestra Fotográfica Filminuto. La Ilusión Que Devora El Alma,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,sxVFaW-Vdgo,MovingImage,video/mp4,hipertexto_33.mp4
hipertexto_34,Hipertexto 34 - Muestra Fotográfica Filminuto. El Patito Feo,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,ALXCwUgIprM,MovingImage,video/mp4,hipertexto_34.mp4
hipertexto_35,Hipertexto 35 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,iDSMS2sHy0k,MovingImage,video/mp4,hipertexto_35.mp4
hipertexto_36,Hipertexto 36 - Muestra Fotográfica Filminuto. Vida Canina Por Carolina Rodríguez Gonzalez,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,0P_RC4Dp_bE,MovingImage,video/mp4,hipertexto_36.mp4
hipertexto_37,Hipertexto 37 - Muestra Fotográfica Filminuto. Las Etapas De La Vida Por Paola Garzón,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,nEN6bxRFXus,MovingImage,video/mp4,hipertexto_37.mp4
hipertexto_38,Hipertexto 38 - Muestra Fotográfica Filminuto. Las Manos En Los Cotidiano Por Johana Rojas,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,ZEBGotkb9Qw,MovingImage,video/mp4,hipertexto_38.mp4
hipertexto_39,Hipertexto 39 - Muestra Fotográfica Filminuto. Este Es Un Tributo A Los Que Empezaron El Movimiento Del Graffiti En Bogotá,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,tPEjWW_Hnh0,MovingImage,video/mp4,hipertexto_39.mp4
hipertexto_40,Hipertexto 40 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,aolbF96PYtg,MovingImage,video/mp4,hipertexto_40.mp4
hipertexto_41,Hipertexto 41 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,c5XJ7-wGNSQ,MovingImage,video/mp4,hipertexto_41.mp4
hipertexto_42,Hipertexto 42 - Muestra Fotográfica Filminuto. Momentos Mágicos Con Las Pequeñas Cosas De La Vida,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,bsUEEtVsRmQ,MovingImage,video/mp4,hipertexto_42.mp4
hipertexto_43,Hipertexto 43 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,1R5AGCEjPH0,MovingImage,video/mp4,hipertexto_43.mp4
hipertexto_44,Hipertexto 44 - Muestra Fotográfica Filminuto. No M4Ltr4Tes A Tus Hijos,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,GGiKswOxHAU,MovingImage,video/mp4,hipertexto_44.mp4
hipertexto_45,Hipertexto 45 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,k5yqAKhidxo,MovingImage,video/mp4,hipertexto_45.mp4
hipertexto_46,Hipertexto 46 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,dSEp9Zh2Z_s,MovingImage,video/mp4,hipertexto_46.mp4
hipertexto_47,Hipertexto 47 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,GLwFLFAJ8F8,MovingImage,video/mp4,hipertexto_47.mp4
hipertexto_48,Hipertexto 48 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,eYrse-Cnv3k,MovingImage,video/mp4,hipertexto_48.mp4
hipertexto_49,Hipertexto 49 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,pfrRMPf60Go,MovingImage,video/mp4,hipertexto_49.mp4
hipertexto_50,Hipertexto 50 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,bOPEb1Q_pBw,MovingImage,video/mp4,hipertexto_50.mp4
41_losnolugares_1,Los NO lugares de la independencia en el marco del Bicentenario - Parte 1,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,WsfNBFrooYM,MovingImage,video/mp4,41_losnolugares_1.mp4
41_losnolugares_2,Los NO lugares de la independencia en el marco del Bicentenario - Parte 2,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,9cz0Xbv2MVw,MovingImage,video/mp4,41_losnolugares_2.mp4
43_parquesbogota,Parques de Bogotá,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2011-05,Mayo de 2011,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2011",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,q60WNToDmmM,MovingImage,video/mp4,43_parquesbogota_1.mp4
45_clasicosdelaprovincia_1,Clásicos De La Provincia - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,9cz0Xbv2MVw,MovingImage,video/mp4,45_clasicosdelaprovincia_1.mp4
45_clasicosdelaprovincia_2,Clásicos De La Provincia - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,qufroUQ6I_8,MovingImage,video/mp4,45_clasicosdelaprovincia_2.mp4
elcircoenlaciudad_1,El circo en la ciudad - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,WvDRmbsXdOI,MovingImage,video/mp4,elcircoenlaciudad_1.mp4
elcircoenlaciudad_2,El circo en la ciudad - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,OopOs6K3jGo,MovingImage,video/mp4,elcircoenlaciudad_2.mp4
esculturayformasdelespacio_1,Escultura y Formas del Espacio - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,jJ53JupnX-U,MovingImage,video/mp4,esculturayformasdelespacio_1.mp4
esculturayformasdelespacio_2,Escultura y Formas del Espacio - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,Mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,myZphU4xQsk,MovingImage,video/mp4,esculturayformasdelespacio_2.mp4
