objectid,title,creator,author,date,display_date,description,subject,location,latitude,longitude,source,object_location,rights,type,format
1991-06-02_rockeroseerespete,Rockero que se respete…,Periódico El Tiempo,Jorge León Pineda,02/06/1991,2 de junio de 1991,"Este artículo funciona como un diccionario ilustrado de subgéneros del rock, dirigido a lectores interesados en comprender la diversidad estilística del género. Desde el glam metal hasta la neosicodelia, pasando por el rock cristiano y el rock en español, el texto ofrece definiciones breves y accesibles que permiten mapear el universo sonoro del rock contemporáneo. La ilustración central, con un guitarrista frente a un amplificador etiquetado como “Diccionario”, refuerza el tono lúdico y pedagógico del artículo. Esta pieza se convierte en una herramienta de alfabetización musical, útil para entender cómo el rock se fragmenta, se reinventa y se adapta a distintos contextos culturales.",Rock Y Géneros; Clasificación Musical; Hard Rock; Metal; Cultura Juvenil; Glam Metal; Heavy Metal; Thrash Metal; Death Metal; Black Metal; White Metal; Hardcore; Grunge; Post Punk; Funk Metal; Industrial; Progressive Rock; Alternative Rock; Christian Metal; Speed Metal; Power Metal; Gothic Rock; Noise; Crossover; Hard Rock; Rockabilly; Rock En Español; Neo Psicodelia; Prensa Cultural; El Tiempo,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico El Tiempo pág. 3D,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1988-03-06_rocknacionalenellimbo,Rock nacional: en el limbo,Periódico El Tiempo,Jorge León Pineda,06/03/1988,6 de marzo de 1988,"Este artículo analiza la situación crítica del rock colombiano frente a la hegemonía del rock internacional en los medios de comunicación. Se denuncia la falta de apoyo por parte de emisoras como Radio Tequendama Stereo y Superestación, que priorizan artistas extranjeros mientras ignoran las propuestas locales. La mención de la disquera CBS y la fotografía de una agrupación nacional refuerzan el contraste entre el potencial creativo del país y su invisibilización mediática. El texto construye una narrativa de exclusión y resistencia, donde el rock colombiano aparece como una voz silenciada que lucha por reconocimiento en un entorno dominado por intereses comerciales y programaciones estandarizadas. Esta pieza es clave para entender las tensiones entre producción cultural local y consumo globalizado en la historia del género.",Rock Colombiano; Escena Nacional; Industria Musical; Medios De Comunicación; Rock Colombiano; Radio Tequendama Stereo; Superestación; Cbs; Industria Musical; Medios De Comunicación; Invisibilización Cultural; Escena Nacional; Prensa Cultural; El Tiempo; Agrupación Colombiana,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico El Tiempo pág. 5B,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1991-05-18_superuff,"Rock nacional, ¡¡Super uff!!",Periódico La Prensa,Helvia Ordóñez Pereira,18/05/1991,18 de mayo de 1991,"Este artículo celebra concierto en Bucaramanga con bandas colombianas que se reúnen en una tarima para hacer historia dentro del movimiento de rock nacional. Con un tono entusiasta y afirmativo, el texto destaca la participación de grupos como P-7, Signos Vitales, Suciedad y Coda Express, entre otros, en un concierto que busca consolidar una identidad sonora propia y fortalecer la escena local. La autora, Hilda Ceballos Pereira, enmarca el evento como un acto de afirmación cultural, donde el rock colombiano se presenta no solo como música, sino como una declaración generacional.",Rock nacional; Bucaramanga; Identidad musical; Escena juvenil; Bandas colombianas; P-7; Signos Vitales; Suciedad; Coda Express; rock colombiano; concierto nacional; escena local; identidad sonora; prensa cultural; La Prensa; Hilda Ceballos Pereira; tarima colectiva; cultura juvenil,"Medellín, Plaza de Toros La Macarena",6.244.444,-75.578.611,Periódico La Prensa pág. 26,No aplica,Derechos periódico La Prensa,Image,image/jpeg
1992-12-04_rocknoviolencia,"Rock, no violencia",Periódico La Prensa,Anónimo,04/12/1992,4 de diciembre de 1992,"Artículo que documenta un evento musical en Bogotá donde el rock se presenta como herramienta de expresión pacífica después del suceso del concierto de Guns and Roses. Organizado en el marco de una campaña por la no violencia, el concierto reunió bandas locales que promovieron mensajes de convivencia y respeto. La nota destaca la participación juvenil, el ambiente festivo y el papel del arte como canal de transformación social. Refleja el vínculo entre música y activismo urbano en los años noventa.",rock colombiano; inclusión cultural; diversidad musical; Bogotá; prensa cultural; La Prensa; escena urbana; género musical,"Bogotá, Colombia",4.596.389,-74.081.667,"Periódico La Prensa, Variedades, p.VIII",No aplica,Derechos periódico La Prensa,Image,image/jpeg
1994-03-11_rocksinradicalismos,Rock sin radicalismos,Periódico El Tiempo,Anónimo,11/03/1994,11 de marzo de 1994,"Este artículo presenta a un grupo de músicos colombianos José Duarte, Juan Carlos Rivas, Francisco Paredes y otros, que buscan redefinir el rock desde una perspectiva no radical, abierta a la fusión y al diálogo con otros géneros, alejada de los extremos ideológicos. El texto destaca su propuesta como alternativa a los discursos extremos, y su intención de construir una estética más accesible y emocional. La sección “La canción de la semana” con “¡Me Vale!” de Maná refuerza esta idea de un rock más cotidiano y afectivo. En conjunto, el artículo sugiere que el género puede evolucionar sin perder autenticidad, y que la escena colombiana está abierta a nuevas formas de expresión.",Rock Colombiano; Autenticidad; Filosofía Musical; Independencia; Cultura Juvenil; Rock Nacional; José Duarte; Juan Carlos Rivas; Francisco Paredes; Rock Colombiano; Fusión Musical; Prensa Cultural; El Tiempo; Escena Alternativa;,"Bogotá, Colombia",4.596.389,-74.081.667,"Periódico El Tiempo, Página del Rock",https://www.eltiempo.com/archivo/documento/MAM-71716,Derechos periódico El Tiempo,Image,image/jpeg
1995-05-19_rockotazo,Rockotazo OK,Periódico La Prensa,Gustavo Garza,19/05/1995,19 de mayo de 1995,"Artículo que anuncia la selección de bandas para el primer festival de Rock al Parque, destacando la diversidad de propuestas musicales, donde bandas emergentes como Danny Dodge, Sangre Picha, La Giganta, Let Motiv, La Sonora Caníbal, Ciegos Sordomudos y K’ntuto Power Mix fueron seleccionadas entre 35 agrupaciones para presentarse junto a nombres consolidados como 1280 Almas, Catedral y Aterciopelados. El texto de Gustavo Garza celebra la diversidad estilística del evento, que abarca desde el rock experimental hasta el pop alternativo, y lo presenta como una plataforma de visibilidad para la nueva generación musical colombiana. ambién se incluyen invitados internacionales como Maldita Vecindad, Fobia y Seguridad Social. El texto celebra el crecimiento del festival como plataforma de visibilidad artística y cultural.",Rock al Parque; bandas emergentes; Aterciopelados; Compañía Ilimitada; La Derecha; Poligamia; Maldita Vecindad; Fobia; Seguridad Social; diversidad musical; cultura juvenil; Rock Nacional; Rockotazo OK; Danny Dodge; Sangre Picha; La Giganta; Let Motiv; La Sonora Caníbal; Ciegos Sordomudos; K’ntuto Power Mix; 1280 Almas; Catedral; Aterciopelados; Gustavo Garza; festival musical; prensa cultural; escena emergente; diversidad sonora,"Bogotá, Parque Simón Bolívar",4.657.222,-74.093.611,Periódico La Prensa pág. 9,No aplica,Derechos periódico La Prensa,Image,image/jpeg
1988-09-16_bogotaenarmonia,Rock y amistad para Bogotá,Periódico El Tiempo,Anónimo,16/09/1988,16 de septiembre de 1988,"Artículo sobre el concierto “Bogotá en Armonía”, organizado por la Alcaldía Mayor como homenaje a la ciudad. Participaron artistas de Argentina, México, Panamá y Colombia, incluyendo Miguel Mateos, Rubén Blades, Enanitos Verdes y Timbiriche. El texto destaca el esfuerzo logístico, la diversidad de géneros y el mensaje de integración cultural. Acompañado de fotografías de los artistas, el artículo posiciona el evento como un hito en la historia musical de Bogotá. El texto sugiere que Bogotarmonía no es solo un evento, sino una experiencia de ciudad, donde el rock, el pop y otras expresiones musicales se entrelazan para crear una atmósfera de pertenencia y diversidad. La doble página refuerza la magnitud del acontecimiento y su impacto en la memoria colectiva.",Bogotá En Armonía; Miguel Mateos; Rubén Blades; Enanitos Verdes; Timbiriche; Integración Cultural; Conciertos Internacionales; Homenaje A Bogotá; Rock Latinoamericano; Bogotarmonía; Bogotá; Festival Musical; Escena Colectiva; Diversidad Sonora; Prensa Cultural; Concierto; Identidad Urbana; Experiencia Sonora,"Bogotá, Estadio El Campín",4.646.389,-74.078.611,Periódico El Tiempo pág. 32,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1993-08-06_seguridadsocial,"Seguridad Social, la furia latina",Periódico El Espectador,Anónimo,06/08/1993,6 de agosto de 1993,"Este artículo presenta a la banda española Seguridad Social y su álbum Furia Latina como una propuesta que fusiona ritmos latinos con energía rockera. El texto destaca la intención del grupo, liderado por José Manuel Casañ, de crear música que haga sentir bien al público, combinando fiesta, crítica y emoción desde a fusión de géneros como salsa, merengue, reggae y rock, y el enfoque lírico. La sección “Me siento bien” refuerza esta filosofía musical, mientras que la fotografía del grupo proyecta una estética urbana y potente. El artículo construye una narrativa de afirmación cultural, donde el rock latino se presenta como vehículo de alegría, identidad y conexión emocional.",Seguridad Social; Furia Latina; José Manuel Casañ; fusión musical; rock español; reggae; salsa; merengue; mestizaje cultural; Rock Internacional; José Manuel Casañ; Me siento bien; rock latino; música española; prensa cultural; El Espectador; energía musical; identidad sonora,"Bogotá, Colombia",4.596.389,-74.081.667,"Periódico El Espectador pág. 4C, Rockactividad",No aplica,Derechos periódico El Espectador,Image,image/jpeg
1991-05-22_todaslasvoces,"Todas las voces, todas",Periódico El Tiempo,Anónimo,22/05/1991,22 de mayo de 1991,"Este artículo celebra la diversidad musical en Bogotá a través de cinco conciertos realizados en una semana, donde se presentan artistas como Facundo Cabral, Alberto Cortez, Mercedes Sosa, Kraken, Poligamia, Compañía Ilimitada, Barón Rojo y Rata Blanca. El texto destaca la calidad de las presentaciones y la respuesta del público, construyendo una narrativa de pluralidad estética donde el rock, la trova y la canción testimonial conviven en un mismo espacio cultural; subraya la coexistencia de géneros como el rock, la canción protesta y la música tropical, y la respuesta entusiasta del público.. La fotografía de Kraken en el Teatro Jorge Eliécer Gaitán refuerza la legitimación del rock colombiano como parte integral de la oferta artística nacional.",Facundo Cabral; Alberto Cortez; Mercedes Sosa; Aterciopelados; Kraken; Poligamia; Compañía Ilimitada; Shakira; Diversidad Musical; Conciertos; Cultura Colombiana; Rock Nacional; Facundo Cabral; Alberto Cortez; Mercedes Sosa; Kraken; Barón Rojo; Rata Blanca; Teatro Jorge Eliécer Gaitán; Bogotá; Diversidad Musical; Conciertos; Prensa Cultural; El Tiempo,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico El Tiempo pág. 3C,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1992-15-12_tutelarock,Tutela a las víctimas del concierto de rock,Periódico El Espectador,Germán Suárez,15/12/1992,15 de diciembre de 1992,"Este artículo reporta la decisión del Tribunal Administrativo de Cundinamarca de suspender indefinidamente los eventos no deportivos en el estadio El Campín, tras los disturbios ocurridos durante el concierto de Guns N’ Roses. La tutela interpuesta por ciudadanos afectados por la violencia y el desorden revela tensiones entre el derecho al espectáculo y la seguridad pública. El texto plantea una reflexión sobre la responsabilidad institucional en la organización de eventos masivos, y sobre el uso de mecanismos legales para proteger los derechos de los asistentes. El artículo se convierte en documento clave para entender la relación entre cultura, derecho y espacio urbano.",Guns N’ Roses; tutela; Tribunal Administrativo; El Campín; derechos ciudadanos; espectáculos masivos; Bogotá; disturbios; política cultural; Rock Internacional; Guns N’ Roses; El Campín; Tribunal Administrativo de Cundinamarca; tutela; seguridad pública; Bogotá; conciertos masivos; derechos ciudadanos; prensa cultural; El Tiempo,"Bogotá, Estadio El Campín",4.646.389,-74.078.611,Periódico El Espectador pág. 1D,No aplica,Derechos periódico El Espectador,Image,image/jpeg
1992-27-11_gunsempresa,Toda una empresa para Guns N’ Roses,Periódico El Tiempo,Anónimo,27/11/1992,17 de noviembre de 1992,"Este artículo analiza la logística y los costos detrás de los conciertos de Guns N’ Roses en Colombia, presentando la gira como una operación empresarial de gran escala. Se destaca la inversión en infraestructura, seguridad, transporte y promoción, y se menciona el impacto económico y mediático del evento. Las fotografías de los integrantes en escena refuerzan la imagen de espectáculo global, mientras que el texto sugiere que el rock internacional se ha convertido en industria, con implicaciones culturales y comerciales para el país. El artículo ofrece una mirada crítica sobre el modelo de entretenimiento importado y sus efectos en el ecosistema musical local.",Guns N’ Roses; Conciertos Internacionales; Logística Musical; Industria Del Espectáculo; Bogotá; Prensa Cultural; El Tiempo; Costos De Producción; Infraestructura; Impacto Económico,"Bogotá, Estadio El Campín",4.646.389,-74.078.611,Periódico El Tiempo pág. 1C,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
