objectid,title,creator,author,date,display_date,description,subject,genre,location,latitude,longitude,source,object_location,rights,type,format
1993-10-22_companiaensolitario,Compañía en solitario,Periódico La Prensa,Dr. Rock,22/10/1993,22 de octubre de 1993,"Entrevista con Juancho Pulido que retrata a Compañía Ilimitada en un punto de balance y relanzamiento con Crónica bajo el sol. La voz callada del dúo reivindica el valor de un repertorio que por años no tuvo la calidad sonora necesaria y explica los nuevos arreglos de Siloé y Estado Inmóvil como gesto de memoria y actualización. Señala el papel de Andrew Loog Oldham en una etapa decisiva, critica el manejo empresarial de la música joven en Colombia y pide a las disqueras una proyección internacional real. Detalla planes para recorrer la región andina con el disco bajo el brazo, recuerda que temas del grupo han ocupado primeros lugares en países vecinos y subraya el acompañamiento de Radioactiva y 88.9 como síntoma de cambio. El relato también repasa encuentros con escenas iberoamericanas y el contraste entre lo que se paga a artistas extranjeros y el trato a los nacionales.",Compañía Ilimitada; Juancho Pulido; Crónica bajo el sol; Andrew Loog Oldham; Siloé; Estado Inmóvil; Sony Music; Radioactiva; 88.9 Stereo; internacionalización; Bolivia; Panamá; República Dominicana; Venezuela; Ecuador; empresarios de conciertos; Bogotá; Rock colombiano; Rock nacional; Juan Manuel Pulido; Camilo Jaramillo; Dr. Rock; entrevistas; trayectoria musical; Entrevista; Industria discográfica; Promoción musical; Giras internacionales; Desafíos económicos; Éxitos radiales; Mercado latinoamericano,Entrevista,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 5,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1993-10-22_lapestilencia,Gracias y desgracias de La Pestilencia,Periódico El Tiempo,Anónimo,22/10/1993,22 de octubre de 1993,"Reseña del álbum Las nuevas aventuras de La Pestilencia que marca un salto de producción y una madurez temática sin perder energía. La nota confirma cambios en la alineación con Juan C en el bajo y Germán El Gato en batería, y registra el trabajo de estudio entre Abbey Road de la calle 19 en Bogotá y Mórbida Productions en Envigado. Las letras continúan la línea antibélica de piezas como Soldado mutilado y Vote por mí y abren un frente ecológico con Tus derechos orgánicos, Desnutrición en Somalia, Verde Paz y Amor, donde el planeta y los animales son protagonistas. El anuncio de presentación en el Teatro Jorge Eliécer Gaitán certifica la circulación del hardcore local en escenarios centrales.",La Pestilencia; Dilson Díaz; Juan C; Germán El Gato; Héctor Buitrago; Jorge León; Las nuevas aventuras de La Pestilencia; Abbey Road Bogotá; Mórbida Productions Envigado; Soldado mutilado; Vote por mí; Tus derechos orgánicos; Desnutrición en Somalia; Verde Paz; Amor; Teatro Jorge Eliécer Gaitán; Rock colombiano; Rock nacional; punk colombiano; inconformismo juvenil; crítica social; contracultura; Bogotá; Medellín; prensa cultural,Reseña,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, p. 3",https://www.eltiempo.com/archivo/documento/MAM-246654,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1993-12-07_dirigibletriste,Viaje en el dirigible triste,Periódico La Prensa,Anónimo,7/12/1993,7 de diciembre de 1993,"Artículo retrospectivo sobre la historia de Led Zeppelin, presentado en formato de crónica visual y narrativa. Se analiza la influencia de la banda en el desarrollo del rock mundial, su estética setentera, y el impacto cultural de su música. Las imágenes en blanco y negro muestran a los integrantes en distintas etapas de su carrera. El texto se acompaña de referencias a la contracultura, el simbolismo del dirigible y la nostalgia por una época dorada del rock.",Led Zeppelin; historia del rock; contracultura; estética setentera; crónica visual; nostalgia musical; cultura global; Rock Internacional,,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 12,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1993-12-10_companiaenalza,Compañía Ilimitada en alza,Periódico El Tiempo,Andrés Zambrano D.,10/12/1993,10 de diciembre de 1993,"Este artículo presenta a Compañía Ilimitada como protagonista de un concierto por los Derechos Humanos en el teatro Jorge Eliécer Gaitán, en un momento de creciente reconocimiento dentro de la escena musical colombiana. La nota habla el impulso de Compañía Ilimitada con Crónica bajo el sol y el éxito de Cómo decirte, versión actualizada del clásico adaptado al español por Humberto Monroy. Se reseña la respuesta fulminante del público que agotó los compactos en Bogotá, la reactivación de agenda de conciertos y la inclusión de Pablo Tedeschi como novedad en vivo. El texto subraya que la estrategia del dúo lo devolvió a niveles de rotación y atención comparables a los de 1987 y anticipa gira nacional con casa llena. ",Compañía Ilimitada; Crónica bajo el sol; Cómo decirte; Humberto Monroy; Cat Stevens; ventas de compact disc; Sony Music; Pablo Tedeschi; gira nacional; Teatro Jorge Eliécer Gaitán; Bogotá; Rock colombiano; Rock nacional; Juan Manuel Pulido; Camilo Jaramillo; Iván y Lucía; Hernán Salazar; Concierto por los Derechos Humanos; Derechos Humanos; Concierto; Pop Colombiano; Prensa Cultural; Activismo Musical,Noticia,Teatro Municipal Jorge Eliécer Gaitán,"4,6086954","-74,0733016","El Tiempo, pág. 12C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1993-12-21_cronicailimitada,Crónica ilimitada,Revista Semana,Anónimo,21/12/1993,21 de diciembre de 1993,"Reseña de Crónica bajo el sol que define a Compañía Ilimitada como un proyecto de pop original con lugar propio en la historia del rock nacional. La selección reúne La Calle, Siloé en producción de Andrew Oldham, Contacto, Crystina, Atrapado, Siempre estaré, Cae y Última luz, junto a novedades como Bajo el sol, Punto neutro y Cómo decirte, entendida como homenaje a la tradición colombiana de canciones en español. El artículo sitúa el disco como puente para proyección exterior y como lectura de quince años de obra.",Compañía Ilimitada; Crónica bajo el sol; La Calle; Siloé; Contacto; Crystina; Atrapado; Siempre estaré; Cae; Última luz; Bajo el sol; Punto neutro; Cómo decirte; Andrew Oldham; pop rock colombiano; Rock colombiano; Rock nacional; Evolución musical; cultura rock; Álbum Crónica bajo el sol; Retrospectiva; Compact disc; Proyección internacional; Fusión musical,Reseña,"Bogotá D. C., Colombia","4,6489055","-74,4375009",Semana pág. 124,,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1992-04-15_krakenpielcobre,Kraken con la piel de cobre,Periódico El Tiempo,Anónimo,31/12/1993,31 de diciembre de 1993,"Lanzamiento de Piel de cobre, cuarto trabajo de Kraken bajo el sello Fuentes, con once canciones que reafirman su identidad. Se destacan América, Lenguaje de mi piel, Sensibilidad, Siempre y Piel de cobre, firmadas por Jorge Atehortua y Elkin Ramírez como columna vertebral creativa. La nota confirma continuidad discográfica, pulso épico y una banda que mantiene liderazgo en la escena dura del país.",Kraken; Piel de cobre; Discos Fuentes; Elkin Ramírez; Jorge Atehortúa; América; Lenguaje de mi piel; Sensibilidad; Siempre; Medellín; continuidad discográfica; Rock colombiano; Rock nacional; heavy metal colombiano; identidad musical; resistencia cultural; orgullo paisa; prensa cultural,Noticia,"Medellín, Colombia","6,2443677","-75,6636154","El Tiempo, pág. 8B",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-01-14_poligamiabeverly,Ellos no son chicos de Beverly Hills,Periódico El Tiempo,Anónimo,14/1/1994,14 de enero de 1994,"Perfil de Poligamia que narra su paso de murgas escolares a la industria con el larga duración Una canción. Se cuenta el primer lugar alcanzado por Desvanecer en radio, la entrada de Búscame y el ascenso de Beverly Hills, además de la producción de Óscar Acevedo que dejó libertad creativa al grupo. El disco incluye diez temas propios y una versión de Muchacha ojos de papel de Luis Alberto Spinetta, muestra de influencias del cono sur. El objetivo inmediato es llegar a MTV Latino y consolidar un público más allá del circuito de bares.",Poligamia; Andrés Cepeda; Juan Gabriel Turbay; Gustavo Gordillo; Fredy Camelo; César López; Una canción; Desvanecer; Búscame; Beverly Hills; Óscar Acevedo; Muchacha ojos de papel; Luis Alberto Spinetta; Sony Music; MTV Latino; Bogotá; Rock colombiano; Rock nacional; álbum debut; producción musical; identidad artística,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 5B , Página del Rock",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-01-18_poligamia,Poligamia en el pop,Revista Semana,Anónimo,18/1/1994,18 de enero de 1994,"La reseña sitúa a Poligamia en el momento en que el pop bogotano abandona el amateurismo para afirmarse como proyecto profesional: del circuito intercolegiado y las emisoras juveniles a la disciplina de estudio, arreglos y producción. El texto reconstruye una red de apoyos (radios, productores, managers) que convierte la novedad en carrera sostenible, al tiempo que perfila a sus integrantes como una generación urbana que escribe en español y dialoga con la industria sin perder identidad. Como documento cultural, la pieza muestra el tránsito de la autogestión a la institucionalidad musical de los noventa y cómo la prensa legitima ese salto ante un público que aprende nuevas formas de escucha y pertenencia.",Poligamia; Andrés Cepeda; Gustavo Gordillo; Juan Gabriel Turbay; Freddy Camelo; César López; Radioactiva; Producción musical; Pop bogotano; Medios; Trayectorias juveniles; Rock Nacional; Rock Colombiano,Reseña,"Bogotá D. C., Colombia","4,6489055","-74,4375009",Semana pág. 76,,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-07-03_inxsdiablo,INXS una banda de rock con el diablo adentro,Periódico El Tiempo,Anónimo,7/3/1994,7 de marzo de 1994,"Reporte biográfico de INXS con motivo de su visita a Colombia. Se reconstruyen inicios como The Farris Brothers, el ingreso de Michael Hutchence, la intensidad de su agenda en Australia y el salto internacional con The One Thing. Se recuerda su paso por el US Festival y el punto de quiebre de Kick con Need You Tonight, New Sensation y Never Tear Us Apart, que vendió millones de copias. La expectativa por ver en Bogotá a una banda de directo poderoso articula el relato",INXS; Australia; The Farris Brothers; Michael Hutchence; The One Thing; US Festival; Kick; Need You Tonight; New Sensation; Never Tear Us Apart; Bogotá; gira internacional; Rock internacional en Colombia; Dirty Hearts; rock australiano; conciertos internacionales; música anglo,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 7C",https://www.eltiempo.com/archivo/documento/MAM-67183,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-03-11_rocksinradicalismos,Rock sin radicalismos,Periódico El Tiempo,Anónimo,11/3/1994,11 de marzo de 1994,"Perfil de La Derecha en la víspera de su larga duración, en busca de una identidad que mire a sus raíces sin dogmas. Mario Duarte, Josué Duarte, Juan Carlos Rivas, Francisco Nieto y Panelo aparecen como músicos de largo oficio que incorporan guacharacas, congas, claves, guaza y timbales a una base de guitarras y teclas. El sencillo Ay qué encabeza la propuesta, que apuesta por una mezcla propia entre rock urbano y pulso tropical. ",La Derecha; Mario Duarte; Josué Duarte; Juan Carlos Rivas; Francisco Nieto; Panelo; Ay qué; identidad musical; guacharacas; congas; claves; guaza; timbales; Bogotá; Rock colombiano; Rock nacional; autenticidad; filosofía musical; independencia; cultura juvenil; fusión musical; prensa cultural; El Tiempo; escena alternativa,Perfil,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo,, Página del Rock",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1945-03-12_inxschevere,"INXS, una banda chévere",Periódico El Tiempo,Anónimo,12/3/1994,12 de marzo de 1994,"Entrevista con Tim Farris que abre el telón de la gira mundial de INXS y de su disco Full Moon Dirty Hearts. El guitarrista comenta colaboraciones con Chrissie Hynde y Ray Charles, explica la decisión de alternar estadios con bares para recuperar cercanía con el público, y narra la búsqueda de intimidad creativa al grabar en Capri. Manifiesta entusiasmo por visitar Colombia y reconoce al blues y al funk como base de la banda.",Bogotá; coliseo cubierto; INXS; Michael Hutchence; Devil Inside; público capitalino; apertura de La Derecha; condiciones técnicas; empresarios de conciertos; visita internacional; Rock colombiano; Rock nacional; Rock internacional en Colombia; Tim Farriss; entrevista; rock internacional; Gabriel García Márquez; cultura musical y literaria,Crónica,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 3C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-03-22_descargavivo,Descarga en vivo,Revista Semana,Anónimo,22/3/1994,22 de marzo de 1994,"La crónica del concierto de INXS en el Coliseo El Campín lee la jornada como confirmación de que Bogotá ha ingresado al circuito global del rock en vivo. El artículo enhebra la genealogía australiana de la banda con su potencia escénica y, en clave local, observa a un público maduro en comportamiento, exigencias técnicas y expectativas. La prensa registra la articulación entre promotores, medios y marcas como una maquinaria estable de espectáculos, y convierte el evento en barómetro de modernidad urbana: un público que se reconoce parte de un mapa regional de giras y una ciudad que asume la normalización de la masividad musical.",INXS; Michael Hutchence; The Farris Brothers; Coliseo El Campín; Kick; Full Moon Dirty Hearts; Conciertos; Industria del espectáculo; Globalización cultural; Bogotá 1990s; Rock Internacional en Colombia,Crónica,Coliseo El Campín,"4,6498405","-74,0804169",Semana pág. 104,,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-03-22_masderecha,Más a la Derecha,Revista Semana,Anónimo,22/3/1994,22 de marzo de 1994,"La reseña presenta el debut de La Derecha como laboratorio de hibridaciones: rock ácido y hard dialogan con acentos caribeños y R&B dentro de una ética de estudio que cuida arreglos, ingeniería y producción (Richard Blair). En su lectura cultural, el texto desactiva viejos prejuicios y coloca al rock bogotano en clave de autoría y profesionalización, con una escena sostenida por salas, sellos y festivales que consolidan trayectorias. Como pieza de prensa, legitima un canon local que ya no pide permiso: compone en español, arma su propio sonido y disputa centralidad en la conversación pública.",La Derecha; Mario Duarte; José Duarte; Carlos Olarte; Juan Carlos Rivas; Francisco Nieto; Richard Blair; Producción musical; Escena alternativa; Bogotá 1990s; Rock Nacional; Rock Colombiano,Reseña,"Bogotá D. C., Colombia","4,6489055","-74,4375009",Semana pág. 104,,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-03-25_genesisaniversario,Génesis del rock nacional,Periódico La Prensa,Anónimo,25/3/1994,25 de marzo de 1994,"Artículo conmemorativo sobre Humberto Monroy, dos años después de su fallecimiento. Se repasa su legado como pionero del rock colombiano y fundador de Génesis. Acompañado de fotografías y publicidad gráfica.",Humberto Monroy; Génesis; pioneros del rock; legado musical; historia del rock; Rock Nacional,,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 12,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1994-04-09_apocalipsiscaleno,Los rockeros se unen. El apocalipsis caleño,Periódico El Tiempo,Anónimo,9/4/1994,9 de abril de 1994,"Artículo sobre la banda The Pretenders, centrado",,,"Cali, Valle del Cauca","4,8704689","-74,0628515","El Tiempo, pág. 3B",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1990-04-12_launionramazzotti,La hora de Ramazzotti,Revista Semana,anónimo,12/4/1994,12 de abril de 1990,"Crónica previa del concierto en El Campín que reúne a Eros Ramazzotti y La Unión con apertura de Distrito Especial, donde se define el “gastrofunk” como sello bogotano que mezcla rock, funk, blues y ritmos colombianos. El texto perfila a Ramazzotti como emblema de la nueva canción pop italiana —formado entre sencillos de Milán y la vidriera de San Remo— y repasa su ascenso continental con Cuori agitati, In ogni senso y la rotación local de Cosas de la vida, Otra como tú y Fábula. A la vez, sitúa a La Unión como síntesis del rock español de los ochenta, entre Hombre lobo en París, Vivir al este del Edén y el pulso de Psycofunkster au lait, para un cartel que cruza acentos mediterráneos, madrileños y bogotanos en un mismo escenario. Se subraya la expectativa juvenil, la presión logística y la inquietud de que no “embolaten” a la banda local en la tarima principal, vieja tensión de los espectáculos con invitados extranjeros en la capital.",Bogotá; Estadio El Campín; Eros Ramazzotti; La Unión; Distrito Especial; gastrofunk; San Remo; Cuori agitati; In ogni senso; Cosas de la vida; Otra como tú; Fábula; Hombre lobo en París; Vivir al este del Edén; producción de conciertos; públicos juveniles; Rock colombiano; Rock nacional; Rock internacional en Colombia; pop europeo; conciertos internacionales; cultura musical,Reportaje,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979",Revista Semana pág. 90,https://www.semana.com/cultura/articulo/la-hora-de-ramazzotti/22382-3/,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-04-25_caifaneseldorado,Los Caifanes se van a El Dorado,Revista Semana,anónimo,25/4/1994,25 de abril de 1994,"Anuncio de gira ampliada de Caifanes por Colombia que desborda Bogotá hacia Manizales, Pereira, Medellín y Bucaramanga, con Aterciopelados como invitado nacional de lujo. La nota confirma el momento de oro de la banda bogotana con Bolero falaz en listas y el álbum El Dorado como eje del repertorio, mientras el grupo mexicano afianza su estatus de referente latinoamericano con una narrativa que alterna épica urbana y resonancias de raíz. Se propone un encuentro de generaciones y escenas en recintos mayores, en un calendario que consolida a varias ciudades como plazas estables para el rock. La combinación de cartel —figura continental y emblema local— funciona como radiografía del intercambio musical en mitad de los noventa.",Caifanes; Aterciopelados; Bolero falaz; El Dorado; Manizales; Pereira; Medellín; Bucaramanga; circuito de giras; plazas regionales; listas radiales; escena latinoamericana; públicos masivos; Rock colombiano; Rock nacional; Rock internacional en Colombia; El nervio del volcán; gira nacional; rock latinoamericano; Colombia,Noticia,"Bogotá D. C., Colombia","4,6489055","-74,4375009",Revista Semana pág. 298,,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-07-26_pacificoekhymosis,El Pacífico Ekhymosis,Revista Semana,Anónimo,26/7/1994,26 de julio de 1994,"Reseña de Ciudad Pacífico de Ekhymosis que documenta el viraje estético desde un rock duro de origen, forjado en ensayos, bares paisas y el tránsito por Rodrigo D no futuro, hacia una paleta que incorpora reggae, soca, salsa, jazz y blues sin perder consistencia de banda. El texto relee el éxito previo de Solo en Niño gigante como plataforma de público y valora la recepción de Sin rencores en radio, en medio de debates puristas sobre los límites de la “pesadez”. Se reporta interés de productores internacionales para escalar el proyecto y se define el nuevo sonido como una apuesta por ciudad y mestizaje contemporáneo. Medellín queda trazada como cuna del cambio de piel del grupo, con ambición de catálogo y proyección exterior. ",Ekhymosis; Ciudad Pacífico; Niño Gigante; Solo; Sin rencores; Medellín; reggae; soca; salsa; jazz; blues; Rodrigo D no futuro; recepción radial; productores internacionales; evolución de estilo; Rock colombiano; Rock nacional,Reseña,"Medellín, Colombia","6,2443677","-75,6636154",Revista Semana pág. 116,https://www.semana.com/cultura/articulo/musica/23296-3/,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-08-02_caifanesevolucion,En constante evolución,Revista Semana,Anónimo,2/8/1994,2 de agosto de 1994,"Lectura crítica de El nervio del volcán que presenta a Caifanes en madurez compositiva y sonora, sucesor natural de El silencio y su millón de copias en Latinoamérica. La reseña ubica al cuarteto en una línea que reinterpreta raíces mexicanas, mística, lo mítico y lo popular, dentro de un rock de arreglos precisos, guitarras texturadas y una lírica de nostalgia que Saúl Hernández afila con oficio. Se recuerda la paradoja de La negra Tomasa, detonante tropical de una banda rockera, y se detalla el lanzamiento con llenos en Ciudad de México, Guadalajara y Monterrey. La pieza concluye que la poética del grupo rompe el cerco del culto y empata con públicos amplios sin renunciar a su identidad.",Caifanes; El nervio del volcán; El silencio; Saúl Hernández; raíces mexicanas; lírica de nostalgia; Ciudad de México; Guadalajara; Monterrey; La negra Tomasa; rock latino; recepción masiva; Rock internacional en Colombia; rock mexicano; gira internacional; evolución musical; Bogotá; Medellín,Reseña,"Bogotá D. C., Colombia","4,6489055","-74,4375009",Revista Semana pág. 118,https://www.semana.com/en-constante-evolucion/23372-3/,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-08-05_distritoespecial,Bogotá de cumpleaños con Vives y Distrito Especial,Periódico El Tiempo,Anónimo,5/8/1994,5 de agosto de 1994,"Programa de cierre del cumpleaños 456 de Bogotá en la Plaza de Bolívar con concierto de Distrito Especial y Carlos Vives y La Provincia, más un remate de pirotecnia. La jornada condensa rito cívico y fiesta popular desde las 8 de la mañana con izada de pabellones, bandas sinfónicas, desfile de comparsas desde el Planetario y agenda de Policía Metropolitana. Distrito presenta nueva tendencia que cruza sus ritmos nacionales con rock y comparte Bogotá con Vives, en una versión que subraya colaboración entre escenas capitalina y vallenata. El corazón institucional de la ciudad se transforma en escenario de cruce entre memoria urbana, identidad musical y celebración comunitaria",Bogotá; Plaza de Bolívar; cumpleaños 456; Distrito Especial; Carlos Vives y La Provincia; Bogotá canción; Instituto Distrital de Cultura y Turismo; Policía Metropolitana; comparsas; Planetario Distrital; celebración cívica; identidad musical; Rock colombiano; Rock nacional; Carlos Vives; Cumpleaños Bogotá; Música alternativa; Teatro musical; Cultura urbana; Rock Nacional; Música en vivo; Escena cultural; El Tiempo; Concierto público; Identidad sonora,Noticia,"Bogotá, Plaza de Bolívar","4,6581645","-74,1759586","El Tiempo,",https://www.eltiempo.com/archivo/documento/MAM-189534,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-09-11_1280almas,1280 Almas poseídas por el espíritu del rock,Periódico El Tiempo,Anónimo,11/9/1994,11 de septiembre de 1994,"Este artículo describe el papel de la banda bogotana 1280 Almas como exponente del rock alternativo colombiano de comienzos de los noventa. Describe su trayectoria desde los circuitos underground con “Háblame de horror” hasta su ingreso al sello Culebra, enfatizando la mezcla de ritmos tropicales, punk, salsa y rock urbano. El texto interpreta a 1280 Almas como un emblema de autenticidad frente a la industria musical, con letras que retratan problemáticas sociales como el transporte, la violencia y la cotidianidad capitalina. Destaca la influencia de Mano Negra, Los Fabulosos Cadillacs y referentes locales como Fruko o la Sonora Dinamita, proponiendo la noción de un “rock santafereño” que combina ironía, resistencia y crítica social. El texto resalta la autenticidad, la intensidad lírica y la voluntad de los músicos de recuperar su inversión económica a través de la venta directa de copias, reafirmando la filosofía autogestionada del rock colombiano de los noventa.",1280 Almas; Háblame De Horror; Rock Colombiano; Underground Bogotano; Rock Y Punk; Ritmos Tropicales; Fernando Del Castillo; Pablo Kalmanovitz; Leonardo López; Juan Carlos Rojas; Hernando Sierra; Andrés Vargas; Sello Culebra; Bogotá Rock Noventero; Culebra Records; mezcla de géneros; punk y salsa; cultura urbana; crítica social; autenticidad musical; Rock Nacional,Crónica,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo,, pág. 3C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-09-23_catedral,Catedral quiere la consagración,Periódico El Tiempo,Anónimo,23/9/1994,23 de septiembre de 1994,"Perfil del cuarteto bogotano Catedral en el umbral de su debut profesional, una banda de pulso grunge que compone a contrarreloj y afirma su identidad entre compromisos del servicio militar y jornadas de estudio en cabina. Con Tomás Rueda en bajo y Miguel Navas en guitarra aún en filas, y Amos Piñeros y José Tomás Giraldo completando la formación, el álbum para MTM cristaliza diez piezas escritas en estudio como prueba de carácter creativo. El video del sencillo Picando el sol, dirigido por Mateo Castillo y Germán Núñez, confirma visión estética y hambre de escena. El proyecto asume una autoconfianza que roza la arrogancia, propia de una generación que exige lugar en catálogo y programación.",Catedral; Bogotá; grunge; MTM; Picando el sol; Amos Piñeros; Tomás Rueda; Miguel Navas; José Tomás Giraldo; servicio militar; video musical; composición en estudio; debut discográfico; Rock colombiano; Rock nacional; Mateo Castillo; Germán Núñez; Metal colombiano; Escena alternativa bogotana,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo,, Última B",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-09-23_prevencionrock,Música rock para prevenir,Periódico El Tiempo,Anónimo,23/9/1994,23 de septiembre de 1994,"Informe sobre la alianza entre Profamilia y Ekhymosis para la campaña Sigue siendo libre, que interpela a adolescentes con un mensaje de planificación sexual responsable. La pieza abre con cifras duras sobre inicio temprano de relaciones, embarazo y aborto en jóvenes, y presenta a Juan Esteban Aristizábal como rostro del comercial televisivo, con un jingle construido sobre la base de Solo. Se articula mercadeo social con circulación musical, condones Tahití como fuente de financiación de programas, y se declara una ética de compromiso que excede el escenario. El rock aparece como lenguaje eficaz para conectar pedagogía y deseo en televisión y radio.",Profamilia; Ekhymosis; Sigue siendo libre; Juan Esteban Aristizábal; Solo; condones Tahití; sexualidad adolescente; campaña de prevención; televisión; jingle publicitario; financiación social; Medellín; Rock colombiano; Rock nacional; Catedral; prevención sexual; conciertos educativos; Armenia; Tuluá; cultura juvenil; Rock Nacional,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo,, Página del Rock",https://www.eltiempo.com/archivo/documento/MAM-226356,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1994-09-27_tandaconciertos,Tanda de conciertos,Revista Semana,Anónimo,27/9/1994,27 de septiembre de 1994,"Panorama de dos giras simultáneas que densifican la agenda nacional de espectáculos: una ruta con Rubén Blades, Caifanes e Inner Circle y La Derecha en Bogotá, por El Campín, Aeroparque Juan Pablo II, Estadio Panamericano y Romelio Martínez; y otra con Dr. Alban, Aleks Syntek y Franco de Vita que recorre Medellín, Cartagena, Manizales, Bogotá y Cali. La nota explica que la separación de empresarios de Showtime Productions abrió la competencia y multiplicó la oferta, y augura nuevas visitas internacionales como Pet Shop Boys. Se cruzan salsa, rock latino, reggae dance, tecno pop y balada en estadios y coliseos, con públicos en expansión y logística a ritmo de industria. Colombia se asume, por fin, como territorio de gira.",Bogotá; Medellín; Cali; Barranquilla; Manizales; Cartagena; El Campín; Aeroparque Juan Pablo II; Estadio Panamericano; Romelio Martínez; Rubén Blades; Caifanes; Inner Circle; La Derecha; Dr. Alban; Aleks Syntek; Franco de Vita; Pet Shop Boys; empresarios de conciertos; oferta cultural; Rock colombiano; Rock nacional; Rock internacional en Colombia; cultura musical; diversidad sonora; Rock Latinoamericano; música global; Conciertos internacionales; Industria musical; Giras nacionales; Diversidad genérica; Rock en español; Rock Nacional,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009",Semana pág. 130,https://www.semana.com/tanda-de-conciertos/23873-3/,© Derechos de autor pertenecen a la Revista Semana. Uso académico sin fines comerciales.,Image,image/jpeg
1994-11-11_duncandhuraices,Duncan Dhu busca sus raíces,Periódico El Tiempo,Anónimo,11/11/1994,11 de noviembre de 1994,"Entrevista-perfil de Duncan Dhu en su regreso con Piedras, un disco que recupera la artesanía pop de sus referentes, Beatles y Rolling Stones, tras un receso de tres años dedicado a afinar rumbos creativos. Mikel Erentxun y Diego Vasallo alternan voces y oficios propios, Naufragios, Cabaret Pop, y, cuando se juntan, disuelven los solistas para volver al dúo con canciones como Capricornio y Pienso en ti. La primera incursión latinoamericana del proyecto abre un ciclo de cercanía con públicos del continente y busca reinstalar su escritura en escenas de radio y conciertos. El diálogo deja entrever complicidad, reparto de silencios y un ideario clásico que rehúye la moda.",Duncan Dhu; Mikel Erentxun; Diego Vasallo; Piedras; Capricornio; Pienso en ti; Beatles; Rolling Stones; carrera solista; gira latinoamericana; escritura pop; radio musical; Rock internacional en Colombia; raíces musicales; visita a Colombia; Sara Seconds; Rock Latinoamericano,Entrevista,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo,, pág. 3C, Página del Rock",https://www.eltiempo.com/archivo/documento/MAM-248228,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
